anuncios,5,octubre,2023,51
anuncios,6,octubre,2023,488
anuncios,7,octubre,2023,1390
anuncios,8,octubre,2023,2045
anuncios,9,octubre,2023,2119
anuncios,10,octubre,2023,506
anuncios,11,octubre,2023,550
anuncios,12,octubre,2023,641
anuncios,13,octubre,2023,635
anuncios,14,octubre,2023,504
anuncios,15,octubre,2023,352
anuncios,16,octubre,2023,255
anuncios,17,octubre,2023,211
anuncios,18,octubre,2023,163
anuncios,19,octubre,2023,139
anuncios,20,octubre,2023,568
anuncios,21,octubre,2023,1116
anuncios,22,octubre,2023,937
anuncios,23,octubre,2023,397
anuncios,24,octubre,2023,207
anuncios,25,octubre,2023,101
anuncios,26,octubre,2023,277
anuncios,27,octubre,2023,297
anuncios,28,octubre,2023,335
anuncios,29,octubre,2023,381
anuncios,30,octubre,2023,288
anuncios,31,octubre,2023,287
anuncios,1,noviembre,2023,270
anuncios,2,noviembre,2023,214
anuncios,3,noviembre,2023,225
anuncios,4,noviembre,2023,269
anuncios,5,noviembre,2023,225
anuncios,6,noviembre,2023,193
anuncios,7,noviembre,2023,280
anuncios,8,noviembre,2023,323
anuncios,9,noviembre,2023,285
anuncios,10,noviembre,2023,307
anuncios,11,noviembre,2023,417
anuncios,12,noviembre,2023,368
anuncios,13,noviembre,2023,397
anuncios,14,noviembre,2023,405
anuncios,15,noviembre,2023,289
anuncios,16,noviembre,2023,390
anuncios,17,noviembre,2023,505
anuncios,18,noviembre,2023,349
anuncios,19,noviembre,2023,288
anuncios,20,noviembre,2023,220
anuncios,21,noviembre,2023,181
anuncios,22,noviembre,2023,176
anuncios,23,noviembre,2023,178
anuncios,24,noviembre,2023,222
anuncios,25,noviembre,2023,348
anuncios,26,noviembre,2023,351
anuncios,27,noviembre,2023,213
anuncios,28,noviembre,2023,220
anuncios,29,noviembre,2023,211
anuncios,30,noviembre,2023,200
anuncios,1,diciembre,2023,159
anuncios,2,diciembre,2023,273
anuncios,3,diciembre,2023,295
anuncios,4,diciembre,2023,171
anuncios,5,diciembre,2023,170
anuncios,6,diciembre,2023,189
anuncios,7,diciembre,2023,193
anuncios,8,diciembre,2023,222
anuncios,9,diciembre,2023,217
anuncios,10,diciembre,2023,220
anuncios,11,diciembre,2023,241
anuncios,12,diciembre,2023,379
anuncios,13,diciembre,2023,335
anuncios,14,diciembre,2023,358
anuncios,15,diciembre,2023,366
anuncios,16,diciembre,2023,360
anuncios,17,diciembre,2023,359
anuncios,18,diciembre,2023,345
anuncios,19,diciembre,2023,292
anuncios,20,diciembre,2023,319
anuncios,21,diciembre,2023,235
compras,6,octubre,2023,40
compras,7,octubre,2023,257
compras,8,octubre,2023,166
compras,9,octubre,2023,181
compras,10,octubre,2023,121
compras,11,octubre,2023,116
compras,12,octubre,2023,106
compras,13,octubre,2023,141
compras,14,octubre,2023,136
compras,15,octubre,2023,130
compras,16,octubre,2023,93
compras,17,octubre,2023,36
compras,18,octubre,2023,55
compras,19,octubre,2023,25
compras,20,octubre,2023,152
compras,21,octubre,2023,490
compras,22,octubre,2023,288
compras,23,octubre,2023,110
compras,24,octubre,2023,119
compras,25,octubre,2023,69
compras,26,octubre,2023,72
compras,27,octubre,2023,66
compras,28,octubre,2023,111
compras,29,octubre,2023,83
compras,30,octubre,2023,69
compras,31,octubre,2023,94
compras,1,noviembre,2023,59
compras,2,noviembre,2023,72
compras,3,noviembre,2023,63
compras,4,noviembre,2023,80
compras,5,noviembre,2023,15
compras,6,noviembre,2023,41
compras,7,noviembre,2023,26
compras,8,noviembre,2023,80
compras,9,noviembre,2023,61
compras,10,noviembre,2023,65
compras,11,noviembre,2023,113
compras,12,noviembre,2023,116
compras,13,noviembre,2023,121
compras,14,noviembre,2023,65
compras,15,noviembre,2023,89
compras,16,noviembre,2023,104
compras,17,noviembre,2023,89
compras,18,noviembre,2023,112
compras,19,noviembre,2023,83
compras,20,noviembre,2023,53
compras,21,noviembre,2023,39
compras,22,noviembre,2023,40
compras,23,noviembre,2023,25
compras,24,noviembre,2023,17
compras,25,noviembre,2023,37
compras,26,noviembre,2023,52
compras,27,noviembre,2023,13
compras,28,noviembre,2023,17
compras,29,noviembre,2023,50
compras,30,noviembre,2023,44
compras,1,diciembre,2023,49
compras,2,diciembre,2023,30
compras,3,diciembre,2023,94
compras,4,diciembre,2023,57
compras,5,diciembre,2023,28
compras,6,diciembre,2023,42
compras,7,diciembre,2023,8
compras,8,diciembre,2023,61
compras,9,diciembre,2023,35
compras,10,diciembre,2023,73
compras,11,diciembre,2023,33
compras,12,diciembre,2023,142
compras,13,diciembre,2023,53
compras,14,diciembre,2023,98
compras,15,diciembre,2023,105
compras,16,diciembre,2023,126
compras,17,diciembre,2023,80
compras,18,diciembre,2023,78
compras,19,diciembre,2023,78
compras,20,diciembre,2023,27
android,5,octubre,2023,499
android,6,octubre,2023,112768
android,7,octubre,2023,171093
android,8,octubre,2023,190357
android,9,octubre,2023,210697
android,10,octubre,2023,164892
android,11,octubre,2023,131409
android,12,octubre,2023,134274
android,13,octubre,2023,124084
android,14,octubre,2023,92620
android,15,octubre,2023,90479
android,16,octubre,2023,53082
android,17,octubre,2023,38501
android,18,octubre,2023,31190
android,19,octubre,2023,25379
android,20,octubre,2023,41201
android,21,octubre,2023,67989
android,22,octubre,2023,42458
android,23,octubre,2023,28064
android,24,octubre,2023,23246
android,25,octubre,2023,17519
android,26,octubre,2023,17366
android,27,octubre,2023,20963
android,28,octubre,2023,21367
android,29,octubre,2023,22462
android,30,octubre,2023,16733
android,31,octubre,2023,16034
android,1,noviembre,2023,15859
android,2,noviembre,2023,13901
android,3,noviembre,2023,12703
android,4,noviembre,2023,13977
android,5,noviembre,2023,11946
android,6,noviembre,2023,8358
android,7,noviembre,2023,11006
android,8,noviembre,2023,10246
android,9,noviembre,2023,8641
android,10,noviembre,2023,10039
android,11,noviembre,2023,12289
android,12,noviembre,2023,11767
android,13,noviembre,2023,9799
android,14,noviembre,2023,7829
android,15,noviembre,2023,7592
android,16,noviembre,2023,7369
android,17,noviembre,2023,9085
android,18,noviembre,2023,10486
android,19,noviembre,2023,9106
android,20,noviembre,2023,7985
android,21,noviembre,2023,6428
android,22,noviembre,2023,6212
android,23,noviembre,2023,6135
android,24,noviembre,2023,7185
android,25,noviembre,2023,11565
android,26,noviembre,2023,10948
android,27,noviembre,2023,7877
android,28,noviembre,2023,9601
android,29,noviembre,2023,9702
android,30,noviembre,2023,9240
android,1,diciembre,2023,9819
android,2,diciembre,2023,15022
android,3,diciembre,2023,12665
android,4,diciembre,2023,7464
android,5,diciembre,2023,7802
android,6,diciembre,2023,7731
android,7,diciembre,2023,7250
android,8,diciembre,2023,7685
android,9,diciembre,2023,7553
android,10,diciembre,2023,6401
android,11,diciembre,2023,13319
android,12,diciembre,2023,12224
android,13,diciembre,2023,10326
android,14,diciembre,2023,10359
android,15,diciembre,2023,9446
android,16,diciembre,2023,8879
android,17,diciembre,2023,10328
android,18,diciembre,2023,8251
android,19,diciembre,2023,8060
android,20,diciembre,2023,8639
android,21,diciembre,2023,7003
apple,8,diciembre,2023,38
apple,9,diciembre,2023,115
apple,10,diciembre,2023,91
apple,11,diciembre,2023,561
apple,12,diciembre,2023,2016
apple,13,diciembre,2023,932
apple,14,diciembre,2023,1334
apple,15,diciembre,2023,995
apple,16,diciembre,2023,844
apple,17,diciembre,2023,1272
apple,18,diciembre,2023,2442
apple,19,diciembre,2023,1649
apple,20,diciembre,2023,2339
